,simple_annual_profit,simple_£_kW_year,optimised_annual_profit,optimised_£_kW_year
2016,1515133.1945,15.151331944999999,1674138.079604736,16.74138079604736
2017,997389.6,9.973896,1088028.5206992894,10.880285206992895
2018,824196.6990070422,8.241966990070422,1016134.6121497245,10.161346121497244
2019,579561.0,5.79561,922423.0723918176,9.224230723918176
2020,510886.8138333333,5.108868138333333,1186471.7277699371,11.864717277699372
2021,899580.75,8.9958075,3588092.771748739,35.88092771748739
2022,1278298.0,12.78298,4753496.6767417705,47.53496676741771
2023,363345.5,3.633455,1279882.97621594,12.7988297621594
